,0,1,2,3,4,5,6,7
0,69003.9960404828,-16678.895144398597,-17510.506221823507,1512.4514844667883,-1084.0845860146294,-496.8799682740106,1238.872564211725,-91.32208029616966
1,69924.65326313864,-16960.715356715467,-17337.819375156098,1689.3562738499556,-1092.1399483892835,-352.85600525310196,1305.246429555181,17.005661679241328
2,70717.6339405251,-16917.2925037569,-17241.830157961973,2176.3585679333105,-850.0714219549535,-128.63155617521156,1289.511570217479,70.57639879915509
3,71484.93394167228,-17520.334702044973,-17005.91605916471,2558.897713120946,-561.4552032034918,229.3214957337113,1621.8837136126233,338.74613464444377
4,72091.24487975248,-17542.852381713557,-16658.088299174375,2710.942827356853,-283.5680416445575,-387.3539490008369,1295.3878115998375,-120.08500189120313
5,73028.6243775652,-17564.022349295283,-16529.237430897378,2999.278762078084,-468.8810457223888,-315.9100003504771,1382.5976952273911,-28.263425392968443
6,73870.60386081923,-17488.045558202353,-16013.33367116434,3080.5060163163184,-603.7608214298217,-813.9598725342172,1119.7412862786337,-150.5843340084048
7,74319.89642961835,-17385.90366165496,-15705.019719853706,3355.127240207175,-632.4867937109278,-279.61665660998887,1367.6913274748333,-199.7301270547332
8,74672.04857818274,-17169.32954509723,-15487.877135917928,3580.061835030541,-594.0351990491707,-349.33954117734146,1387.3410842198932,-312.8456023384109
9,74906.79683020213,-17095.31900842516,-15178.450464066065,3730.1716622264394,-385.74528774594967,-765.8157312711897,1239.6552317980556,-217.7553402155412
10,75370.53041568956,-16941.00185405653,-14949.166674913786,3707.048534497864,-633.8603121800157,-725.6053525298524,1041.950624214835,-266.8060676880903
11,76020.25176459768,-17055.242169437162,-15056.762093811121,3690.7437376149187,-886.2937008450346,-579.3302585201918,1054.1195360896452,30.595770411103278
12,76285.90579984631,-16716.276122037794,-14985.788832874718,3731.3596588739815,-806.4160548743238,-684.3958170756808,740.9101980200469,-207.38189046335592
13,76673.00640483515,-16695.352106226306,-15126.493452436975,3960.645509404966,-706.2762173415937,-221.42201492132097,822.3250662119885,83.5801694766751
14,77184.35528180627,-16469.981122950896,-15035.65798989443,4142.660387972902,-568.3034503835655,-455.19259185025516,631.8294601066491,4.9693314632349095
15,77765.70558832091,-16179.468312363178,-15041.606956760463,4223.503534400631,-784.3733416349831,-649.376097038257,460.46758135707853,-162.67997735474586
16,78042.72405047368,-15783.085736763469,-14989.898065774769,4355.371384989741,-754.7455784281814,-753.0727801975436,305.3891862982254,-137.91941293541151
17,78776.9399299944,-15721.905392386656,-15079.855291060054,4304.271117865935,-1095.7769872083675,-653.3992778805139,278.3746983411011,-100.69198415245232
18,78794.10842344347,-15441.361969134345,-15001.889663033515,4695.553999146592,-587.2452870104318,-66.21419197104055,455.28762543642557,229.73732136925764
19,79200.71830924597,-15277.566090735341,-14899.865288892042,4839.871200782412,-432.7482383503412,-232.40566194913603,283.93884372594357,67.53775108755259
20,79978.8477885545,-15360.988827060568,-15254.345834637217,4628.026725542857,-773.4610237478307,-279.43359926497106,271.220202298674,122.18086987684845
21,80505.1217745725,-15132.344955176775,-15570.408924758938,4867.596437555363,-669.8688296873275,-288.3026386239685,250.51782071428804,266.5051794528656
22,80685.03854663589,-14911.711426684038,-15079.86672312748,5125.217401766998,-351.25656932147916,-58.53417801342879,151.20617897462827,92.69285364579144
23,81052.73821925826,-14641.137937550931,-14885.594568996652,5016.313375901271,-464.11760192269617,-500.71384355975744,-133.07073165210812,-182.47542283471407
