,0,1,2,3,4,5,6,7
0,69928.38372160793,-16193.898258840583,-5019.870356296121,-13048.812594068298,694.5218761565228,169.33779431329378,-98.91980482716687,1558.1038524276523
1,70854.0640894955,-16342.434905549,-4686.7299404246805,-13039.880069436707,645.4308619892525,34.758024657424045,-73.00062121316809,1695.4422552704984
2,71645.11466789019,-16087.785921709805,-4250.32660823243,-13328.671849522054,511.5352767480457,83.47347599904491,-31.923243853170053,1730.0268847112206
3,72430.11835002612,-16417.135534519206,-3593.3805399168195,-13509.038972235881,47.60583610768667,93.64604092438458,-184.37417972742983,2029.6264004207212
4,73030.835093869,-16353.991470259994,-3265.7318612724753,-13295.710340332842,231.7026656624461,189.488612436875,-211.90750759043826,1344.4881884052925
5,73964.33760328805,-16269.87179506896,-3007.8597779848888,-13332.405334941675,397.80287263533336,219.65080948291214,-320.55108373529566,1545.2686304230392
6,74789.372657005,-16134.293287504815,-2703.4801137107825,-12885.449484822522,792.9267969992954,317.0715223757296,-421.87061497553816,1170.4035372987516
7,75227.30186550069,-15850.776446104133,-2310.3454938091413,-12874.021210652627,643.7356993644609,323.3332975464474,-349.1483314659207,1669.7624290109616
8,75567.50838901532,-15546.77491248134,-2092.714300393068,-12828.9040005783,717.1090918224339,419.49903752664306,-456.095531410189,1633.3519691082297
9,75794.47421601492,-15395.808825986309,-1826.9821316503146,-12662.845335096257,764.0594044654844,572.9451279608638,-534.3040840238147,1238.5474882372935
10,76243.95128750871,-15234.031206967595,-1763.1667948957838,-12422.376384258012,1030.5802451682277,554.1062667329489,-443.13786656713654,1244.305305555965
11,76897.28181253019,-15359.2347648477,-1823.0208838672397,-12463.003487044884,1141.5519261894403,373.9564759925773,-398.29456288555815,1453.2745887986184
12,77149.20709629447,-15015.325131587782,-1839.3641779434502,-12416.651701057472,1287.0459029395001,450.4700417150693,-310.743932468138,1140.47699134307
13,77539.51847616845,-14889.381265429742,-1718.7291506210922,-12738.400333473686,1066.3240463171933,318.650849365693,-148.4130191013893,1427.5092291667165
14,78042.2667438403,-14612.837606100487,-1610.886520069323,-12752.480011335132,1174.0665694297602,419.41243569157797,-243.21384381299967,1096.30121315765
15,78611.45386722955,-14354.678471625532,-1694.1287099957747,-12715.675232079066,1544.5297283054279,478.0198246410364,-310.9926905875701,966.3298706545341
16,78873.73672999344,-13939.431212919504,-1690.3328438645383,-12724.593394662172,1687.0513586887917,456.40375112163093,-207.42767972508622,816.7247213750461
17,79604.25912342098,-13922.173206066762,-1836.5582995061623,-12695.531739578924,1932.3773306815235,324.8690815488966,-249.55218251156842,983.2585554759514
18,79614.8107274127,-13418.208167219296,-1485.58867333216,-13035.538875941456,1362.9620701233853,325.9699168153128,-35.75814736980678,1243.948619060718
